Date and time:,2022-05-10 10:22:14
Notes:
,,,,,,,,,,,,,,,,,,
Cyclic Voltammetry: CV i vs E Scan 1,,Cyclic Voltammetry: CV i vs E Scan 2,,Cyclic Voltammetry: CV i vs E Scan 3,,Cyclic Voltammetry: CV i vs E Scan 4,,Cyclic Voltammetry: CV i vs E Scan 5,,Cyclic Voltammetry: CV i vs E Scan 6,,Cyclic Voltammetry: CV i vs E Scan 7,,Cyclic Voltammetry: CV i vs E Scan 8,,Cyclic Voltammetry: CV i vs E Scan 9,,Cyclic Voltammetry: CV i vs E Scan 10
Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,Date and time measurement:,2022-04-11 13:27:39,
V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA
0.799417,1051.64,0.799417,879.267,0.799417,870.398,0.799417,892.523,0.799417,923.661,0.799417,955.705,0.799417,986.413,0.799417,1014.64,0.799417,1039.72,0.799417,1063.04
0.800433,1056.7,0.800433,885.323,0.800433,877.217,0.800433,898.341,0.800433,929.669,0.800433,962.571,0.800433,993.232,0.800433,1020.7,0.800433,1046.4,0.800433,1069.62
0.799417,1044.01,0.799417,873.688,0.799417,864.151,0.799417,885.8,0.799417,916.747,0.799417,948.504,0.799417,979.07,0.799417,1007.3,0.799417,1032.09,0.799417,1055.36
0.79848,1032.57,0.79848,863.198,0.79848,854.138,0.79848,874.356,0.79848,904.873,0.79848,937.251,0.79848,967.483,0.79848,994.615,0.79848,1019.93,0.79848,1042.78
0.797464,1022.46,0.797464,854.329,0.797464,844.172,0.797464,864.867,0.797464,895.146,0.797464,926.283,0.797464,956.372,0.797464,983.981,0.797464,1008.4,0.797464,1031.43
0.796449,1012.21,0.796449,845.316,0.796449,835.732,0.796449,855.282,0.796449,885.228,0.796449,916.937,0.796449,946.597,0.796449,973.3,0.796449,998.286,0.796449,1020.79
0.795511,1002.63,0.795511,837.21,0.795511,826.577,0.795511,846.842,0.795511,876.502,0.795511,907.21,0.795511,936.726,0.795511,964.002,0.795511,987.939,0.795511,1010.54
0.794496,992.612,0.794496,828.579,0.794496,818.709,0.794496,837.83,0.794496,867.251,0.794496,898.531,0.794496,927.714,0.794496,953.988,0.794496,978.641,0.794496,1000.77
0.79348,983.314,0.79348,820.759,0.79348,809.935,0.79348,829.772,0.79348,858.906,0.79348,889.281,0.79348,918.463,0.79348,945.167,0.79348,968.913,0.79348,991.181
0.792542,973.348,0.792542,812.223,0.792542,802.305,0.792542,821.093,0.792542,850.132,0.792542,880.936,0.792542,909.737,0.792542,935.677,0.792542,960.044,0.792542,981.883
0.791527,964.288,0.791527,804.689,0.791527,793.77,0.791527,813.273,0.791527,842.122,0.791527,871.972,0.791527,900.868,0.791527,927.285,0.791527,950.746,0.791527,972.775
0.790511,954.608,0.790511,796.297,0.790511,786.379,0.790511,804.737,0.790511,833.443,0.790511,864.056,0.790511,892.428,0.790511,918.129,0.790511,942.115,0.790511,963.811
0.789495,945.548,0.789495,788.906,0.789495,778.034,0.789495,797.155,0.789495,825.671,0.789495,855.235,0.789495,883.797,0.789495,910.023,0.789495,933.007,0.789495,954.942
0.788558,935.963,0.788558,780.8,0.788558,770.691,0.788558,788.811,0.788558,817.231,0.788558,847.414,0.788558,875.548,0.788558,900.916,0.788558,924.758,0.788558,946.025
0.787542,927.094,0.787542,773.266,0.787542,762.299,0.787542,781.372,0.787542,809.41,0.787542,838.688,0.787542,867.06,0.787542,892.952,0.787542,915.745,0.787542,937.394
0.786527,917.7,0.786527,765.35,0.786527,755.241,0.786527,773.123,0.786527,801.208,0.786527,831.059,0.786527,858.906,0.786527,884.036,0.786527,907.782,0.786527,928.715
0.785589,909.022,0.785589,758.055,0.785589,747.087,0.785589,765.684,0.785589,793.674,0.785589,822.476,0.785589,850.514,0.785589,876.215,0.785589,898.77,0.785589,920.323
0.784574,899.533,0.784574,750.092,0.784574,740.03,0.784574,757.483,0.784574,785.425,0.784574,814.942,0.784574,842.551,0.784574,867.442,0.784574,890.807,0.784574,911.692
0.783558,890.902,0.783558,742.939,0.783558,731.829,0.783558,750.33,0.783558,777.939,0.783558,806.454,0.783558,834.301,0.783558,859.717,0.783558,882.128,0.783558,903.538
0.78262,881.651,0.78262,734.976,0.78262,724.676,0.78262,742.176,0.78262,769.833,0.78262,798.872,0.78262,826.291,0.78262,850.943,0.78262,874.165,0.78262,894.717
0.781605,873.211,0.781605,727.871,0.781605,716.951,0.781605,735.167,0.781605,762.394,0.781605,790.623,0.781605,818.327,0.781605,843.409,0.781605,865.582,0.781605,886.706
0.780589,864.104,0.780589,720.146,0.780589,709.894,0.780589,727.156,0.780589,754.335,0.780589,783.279,0.780589,810.316,0.780589,834.778,0.780589,857.857,0.780589,878.218
0.779652,855.759,0.779652,713.089,0.779652,702.074,0.779652,720.146,0.779652,746.992,0.779652,775.125,0.779652,802.305,0.779652,827.34,0.779652,849.227,0.779652,870.112
0.778636,846.652,0.778636,705.412,0.778636,695.255,0.778636,712.231,0.778636,739.029,0.778636,767.878,0.778636,794.485,0.778636,818.614,0.778636,841.549,0.778636,861.672
0.77762,838.545,0.77762,698.498,0.77762,687.578,0.77762,705.364,0.77762,731.876,0.77762,759.724,0.77762,786.76,0.77762,811.413,0.77762,833.109,0.77762,853.899
0.776605,829.581,0.776605,691.011,0.776605,680.854,0.776605,697.449,0.776605,724.056,0.776605,752.619,0.776605,778.988,0.776605,802.973,0.776605,825.718,0.776605,845.555
0.775667,821.57,0.775667,683.954,0.775667,673.177,0.775667,690.773,0.775667,716.856,0.775667,744.417,0.775667,771.311,0.775667,795.677,0.775667,817.278,0.775667,837.782
0.774652,813.273,0.774652,677.326,0.774652,667.264,0.774652,683.62,0.774652,709.942,0.774652,738.171,0.774652,764.349,0.774652,788.095,0.774652,810.459,0.774652,830.248
0.773636,805.262,0.773636,670.316,0.773636,659.54,0.773636,676.801,0.773636,702.694,0.773636,729.969,0.773636,756.529,0.773636,780.8,0.773636,802.067,0.773636,822.476
0.772698,796.536,0.772698,663.021,0.772698,652.912,0.772698,669.029,0.772698,695.112,0.772698,723.007,0.772698,748.947,0.772698,772.455,0.772698,794.628,0.772698,814.131
0.771683,788.668,0.771683,656.202,0.771683,645.425,0.771683,662.448,0.771683,688.055,0.771683,714.949,0.771683,741.365,0.771683,765.35,0.771683,786.379,0.771683,806.501
0.770667,779.989,0.770667,648.954,0.770667,638.75,0.770667,654.867,0.770667,680.568,0.770667,708.13,0.770667,733.688,0.770667,757.101,0.770667,779.036,0.770667,798.347
0.76973,772.264,0.76973,642.135,0.76973,631.359,0.76973,648.286,0.76973,673.511,0.76973,700.214,0.76973,726.25,0.76973,749.996,0.76973,770.786,0.76973,790.861
0.768714,763.824,0.768714,635.078,0.768714,624.921,0.768714,640.752,0.768714,666.215,0.768714,693.443,0.768714,718.668,0.768714,741.89,0.768714,763.681,0.768714,782.755
0.767698,756.147,0.767698,628.307,0.767698,617.673,0.767698,634.172,0.767698,659.158,0.767698,685.623,0.767698,711.325,0.767698,734.976,0.767698,755.527,0.767698,775.412
0.766683,747.612,0.766683,621.44,0.766683,611.188,0.766683,626.638,0.766683,651.958,0.766683,678.899,0.766683,703.791,0.766683,726.822,0.766683,748.28,0.766683,767.258
0.765745,740.173,0.765745,614.717,0.765745,604.084,0.765745,620.391,0.765745,644.996,0.765745,671.079,0.765745,696.495,0.765745,719.86,0.765745,740.364,0.765745,759.962
0.764729,731.781,0.764729,607.755,0.764729,597.646,0.764729,613,0.764729,637.844,0.764729,664.594,0.764729,689.152,0.764729,711.897,0.764729,733.212,0.764729,752.047
0.763714,724.342,0.763714,601.079,0.763714,590.541,0.763714,606.706,0.763714,630.977,0.763714,656.774,0.763714,682.046,0.763714,705.03,0.763714,725.153,0.763714,744.703
0.762776,716.093,0.762776,594.308,0.762776,584.199,0.762776,599.315,0.762776,623.872,0.762776,650.194,0.762776,674.655,0.762776,697.115,0.762776,718.239,0.762776,736.74
0.761761,708.702,0.761761,587.728,0.761761,577.285,0.761761,593.069,0.761761,617.006,0.761761,642.517,0.761761,667.598,0.761761,690.201,0.761761,710.228,0.761761,729.588
0.760745,700.644,0.760745,581.1,0.760745,571.086,0.760745,585.868,0.760745,610.139,0.760745,636.127,0.760745,660.303,0.760745,682.523,0.760745,703.505,0.760745,721.624
0.759808,693.491,0.759808,574.52,0.759808,564.22,0.759808,579.765,0.759808,603.368,0.759808,628.593,0.759808,653.388,0.759808,675.704,0.759808,695.541,0.759808,714.71
0.758792,685.337,0.758792,567.987,0.758792,557.925,0.758792,572.66,0.758792,596.502,0.758792,622.156,0.758792,646.045,0.758792,668.123,0.758792,688.818,0.758792,706.795
0.757776,678.327,0.757776,561.549,0.757776,551.154,0.757776,566.604,0.757776,589.826,0.757776,614.812,0.757776,639.274,0.757776,661.447,0.757776,680.902,0.757776,699.881
0.756839,670.316,0.756839,555.16,0.756839,545.051,0.756839,559.499,0.756839,583.103,0.756839,608.423,0.756839,632.026,0.756839,653.818,0.756839,674.322,0.756839,692.108
0.755823,663.45,0.755823,548.722,0.755823,538.327,0.755823,553.395,0.755823,576.475,0.755823,601.079,0.755823,625.255,0.755823,647.19,0.755823,666.502,0.755823,685.146
0.754807,655.534,0.754807,542.38,0.754807,532.414,0.754807,546.529,0.754807,569.894,0.754807,594.833,0.754807,618.055,0.754807,639.703,0.754807,659.969,0.754807,677.421
0.753792,648.62,0.753792,535.895,0.753792,525.691,0.753792,540.473,0.753792,563.171,0.753792,587.49,0.753792,611.427,0.753792,632.932,0.753792,652.101,0.753792,670.698
0.752854,640.8,0.752854,529.744,0.752854,519.731,0.752854,533.654,0.752854,556.638,0.752854,581.338,0.752854,604.322,0.752854,625.637,0.752854,645.664,0.752854,663.021
0.751839,634.124,0.751839,523.45,0.751839,513.246,0.751839,527.789,0.751839,550.105,0.751839,574.186,0.751839,597.789,0.751839,619.104,0.751839,637.939,0.751839,656.25
0.750823,626.352,0.750823,517.346,0.750823,507.333,0.750823,521.113,0.750823,543.668,0.750823,567.939,0.750823,590.637,0.750823,611.713,0.750823,631.406,0.750823,648.668
0.749886,619.724,0.749886,511.004,0.749886,500.848,0.749886,515.153,0.749886,537.135,0.749886,560.882,0.749886,584.152,0.749886,605.18,0.749886,623.92,0.749886,641.992
0.74887,612.142,0.74887,504.996,0.74887,495.03,0.74887,508.525,0.74887,530.841,0.74887,554.778,0.74887,577.19,0.74887,598.028,0.74887,617.435,0.74887,634.41
0.747854,606.277,0.747854,499.513,0.747854,489.451,0.747854,503.613,0.747854,525.167,0.747854,548.579,0.747854,571.611,0.747854,592.353,0.747854,610.712,0.747854,628.736
0.746917,598.695,0.746917,493.505,0.746917,483.586,0.746917,496.938,0.746917,518.92,0.746917,542.38,0.746917,564.649,0.746917,585.248,0.746917,604.322,0.746917,621.154
0.745901,592.163,0.745901,487.258,0.745901,477.292,0.745901,491.073,0.745901,512.292,0.745901,535.419,0.745901,558.116,0.745901,578.668,0.745901,596.883,0.745901,614.622
0.744885,584.724,0.744885,481.488,0.744885,471.57,0.744885,484.492,0.744885,506.141,0.744885,529.363,0.744885,551.154,0.744885,571.611,0.744885,590.541,0.744885,607.135
0.74387,578.382,0.74387,475.242,0.74387,465.323,0.74387,478.818,0.74387,499.751,0.74387,522.639,0.74387,544.86,0.74387,565.126,0.74387,583.198,0.74387,600.65
0.742932,570.943,0.742932,469.472,0.742932,459.601,0.742932,472.428,0.742932,493.695,0.742932,516.536,0.742932,538.041,0.742932,558.116,0.742932,576.808,0.742932,593.307
0.741917,564.84,0.741917,463.464,0.741917,453.641,0.741917,466.706,0.741917,487.401,0.741917,509.86,0.741917,532.081,0.741917,551.726,0.741917,569.704,0.741917,586.965
0.740901,557.448,0.740901,457.837,0.740901,448.062,0.740901,460.507,0.740901,481.488,0.740901,503.852,0.740901,525.119,0.740901,544.86,0.740901,563.505,0.740901,579.526
0.739964,551.297,0.739964,451.781,0.739964,442.101,0.739964,454.928,0.739964,475.194,0.739964,497.367,0.739964,519.111,0.739964,538.661,0.739964,556.352,0.739964,573.423
0.738948,544.049,0.738948,446.345,0.738948,436.474,0.738948,448.682,0.738948,469.329,0.738948,491.549,0.738948,512.292,0.738948,531.842,0.738948,550.105,0.738948,566.08
0.737932,538.041,0.737932,440.433,0.737932,430.705,0.737932,443.294,0.737932,463.13,0.737932,485.112,0.737932,506.474,0.737932,525.786,0.737932,543.191,0.737932,559.976
0.736995,531.032,0.736995,435.091,0.736995,425.173,0.736995,437.094,0.736995,457.456,0.736995,479.199,0.736995,499.751,0.736995,519.015,0.736995,537.087,0.736995,552.728
0.735979,524.976,0.735979,429.131,0.735979,419.451,0.735979,431.658,0.735979,451.209,0.735979,472.857,0.735979,493.981,0.735979,512.912,0.735979,530.03,0.735979,546.624
0.734963,518.109,0.734963,423.838,0.734963,414.063,0.734963,425.745,0.734963,445.63,0.734963,467.088,0.734963,487.306,0.734963,506.331,0.734963,524.022,0.734963,539.424
0.734026,512.149,0.734026,418.021,0.734026,408.389,0.734026,420.405,0.734026,439.384,0.734026,460.698,0.734026,481.488,0.734026,500.276,0.734026,517.108,0.734026,533.464
0.73301,505.33,0.73301,412.823,0.73301,402.905,0.73301,414.444,0.73301,433.995,0.73301,454.976,0.73301,474.908,0.73301,493.648,0.73301,511.004,0.73301,526.263
0.731995,499.608,0.731995,407.006,0.731995,397.612,0.731995,409.295,0.731995,427.891,0.731995,448.73,0.731995,469.281,0.731995,487.782,0.731995,504.281,0.731995,520.446
0.730979,492.837,0.730979,401.951,0.730979,392.176,0.730979,403.43,0.730979,422.598,0.730979,443.103,0.730979,462.605,0.730979,481.25,0.730979,498.273,0.730979,513.341
0.730042,487.115,0.730042,396.229,0.730042,386.788,0.730042,398.232,0.730042,416.447,0.730042,436.951,0.730042,457.122,0.730042,475.337,0.730042,491.645,0.730042,507.476
0.729026,480.535,0.729026,391.222,0.729026,381.447,0.729026,392.462,0.729026,411.154,0.729026,431.468,0.729026,450.589,0.729026,468.757,0.729026,485.637,0.729026,500.514
0.72801,474.908,0.72801,385.787,0.72801,376.202,0.72801,387.408,0.72801,405.385,0.72801,425.507,0.72801,445.201,0.72801,462.987,0.72801,479.199,0.72801,494.744
0.727073,468.423,0.727073,380.78,0.727073,370.909,0.727073,381.638,0.727073,400.139,0.727073,420.023,0.727073,438.764,0.727073,456.693,0.727073,473.287,0.727073,487.878
0.726057,462.749,0.726057,375.248,0.726057,365.664,0.726057,376.536,0.726057,394.179,0.726057,413.92,0.726057,433.327,0.726057,450.828,0.726057,466.754,0.726057,482.203
0.725041,456.359,0.725041,370.385,0.725041,360.466,0.725041,370.957,0.725041,389.029,0.725041,408.389,0.725041,426.985,0.725041,444.629,0.725041,460.937,0.725041,475.289
0.724104,450.78,0.724104,364.853,0.724104,355.412,0.724104,365.902,0.724104,383.212,0.724104,402.571,0.724104,421.692,0.724104,438.811,0.724104,454.452,0.724104,469.52
0.723088,444.629,0.723088,360.228,0.723088,350.262,0.723088,360.419,0.723088,378.157,0.723088,397.135,0.723088,415.35,0.723088,432.755,0.723088,448.682,0.723088,462.844
0.722074,439.097,0.722074,354.601,0.722074,345.351,0.722074,355.507,0.722074,372.483,0.722074,391.413,0.722074,410.105,0.722074,426.938,0.722074,442.435,0.722074,457.265
0.721058,432.993,0.721058,350.071,0.721058,340.249,0.721058,350.119,0.721058,367.428,0.721058,386.073,0.721058,403.954,0.721058,421.025,0.721058,436.665,0.721058,450.589
0.72012,428.273,0.72012,345.398,0.72012,336.052,0.72012,345.875,0.72012,362.469,0.72012,381.018,0.72012,399.472,0.72012,416.018,0.72012,431.229,0.72012,445.773
0.719105,422.074,0.719105,340.821,0.719105,330.903,0.719105,340.582,0.719105,357.51,0.719105,375.725,0.719105,393.273,0.719105,410.058,0.719105,425.459,0.719105,439.145
0.718089,416.781,0.718089,335.48,0.718089,326.23,0.718089,335.623,0.718089,351.788,0.718089,370.146,0.718089,388.266,0.718089,404.383,0.718089,419.404,0.718089,433.709
0.717152,410.868,0.717152,331.093,0.717152,321.08,0.717152,330.426,0.717152,346.972,0.717152,364.853,0.717152,382.02,0.717152,398.661,0.717152,413.634,0.717152,427.128
0.716136,405.528,0.716136,325.8,0.716136,316.407,0.716136,325.657,0.716136,341.298,0.716136,359.322,0.716136,377.013,0.716136,392.844,0.716136,407.53,0.716136,421.74
0.71512,399.615,0.71512,321.414,0.71512,311.352,0.71512,320.508,0.71512,336.625,0.71512,354.125,0.71512,371.052,0.71512,387.169,0.71512,401.951,0.71512,415.255
0.714183,394.465,0.714183,316.168,0.714183,306.822,0.714183,315.691,0.714183,330.998,0.714183,348.641,0.714183,365.998,0.714183,381.495,0.714183,395.848,0.714183,409.867
0.713167,388.791,0.713167,312.019,0.713167,302.006,0.713167,310.827,0.713167,326.42,0.713167,343.491,0.713167,360.037,0.713167,376.011,0.713167,390.412,0.713167,403.525
0.712152,383.688,0.712152,306.87,0.712152,297.571,0.712152,306.059,0.712152,320.937,0.712152,338.198,0.712152,355.174,0.712152,370.432,0.712152,384.499,0.712152,398.184
0.711214,378.014,0.711214,302.626,0.711214,292.612,0.711214,301.291,0.711214,316.311,0.711214,333.144,0.711214,349.309,0.711214,364.949,0.711214,379.015,0.711214,391.985
0.710198,373.055,0.710198,297.619,0.710198,288.416,0.710198,296.522,0.710198,311.018,0.710198,327.898,0.710198,344.54,0.710198,359.465,0.710198,373.246,0.710198,386.597
0.709183,367.476,0.709183,293.423,0.709183,283.504,0.709183,291.754,0.709183,306.536,0.709183,322.749,0.709183,338.58,0.709183,353.982,0.709183,367.857,0.709183,380.398
0.708167,362.612,0.708167,288.702,0.708167,279.404,0.708167,287.176,0.708167,301.243,0.708167,317.694,0.708167,333.954,0.708167,348.546,0.708167,362.183,0.708167,375.296
0.70723,357.319,0.70723,284.649,0.70723,274.635,0.70723,282.551,0.70723,296.808,0.70723,312.735,0.70723,328.232,0.70723,343.348,0.70723,356.89,0.70723,369.193
0.706214,352.313,0.706214,279.785,0.706214,270.487,0.706214,277.973,0.706214,291.706,0.706214,307.823,0.706214,323.559,0.706214,337.864,0.706214,351.168,0.706214,363.947
0.705198,347.02,0.705198,275.875,0.705198,265.766,0.705198,273.491,0.705198,287.367,0.705198,302.816,0.705198,317.933,0.705198,332.572,0.705198,345.875,0.705198,357.987
0.704261,342.156,0.704261,271.011,0.704261,261.665,0.704261,268.723,0.704261,281.979,0.704261,297.762,0.704261,313.26,0.704261,327.136,0.704261,340.201,0.704261,352.742
0.703245,337.101,0.703245,267.34,0.703245,257.135,0.703245,264.479,0.703245,277.925,0.703245,292.946,0.703245,307.823,0.703245,322.129,0.703245,335.051,0.703245,346.972
0.702229,332.381,0.702229,262.524,0.702229,253.225,0.702229,259.949,0.702229,272.823,0.702229,288.034,0.702229,303.293,0.702229,316.741,0.702229,329.615,0.702229,341.774
0.701292,327.326,0.701292,258.9,0.701292,248.648,0.701292,255.705,0.701292,268.77,0.701292,283.266,0.701292,297.762,0.701292,311.781,0.701292,324.513,0.701292,336.005
0.700276,322.606,0.700276,254.179,0.700276,244.833,0.700276,251.27,0.700276,263.716,0.700276,278.688,0.700276,293.28,0.700276,306.488,0.700276,319.077,0.700276,330.998
0.699261,317.79,0.699261,250.65,0.699261,240.398,0.699261,247.122,0.699261,259.758,0.699261,273.825,0.699261,287.891,0.699261,301.624,0.699261,314.023,0.699261,325.276
0.698323,313.164,0.698323,246.073,0.698323,236.631,0.698323,242.687,0.698323,254.799,0.698323,269.39,0.698323,283.552,0.698323,296.379,0.698323,308.729,0.698323,320.412
0.697308,308.348,0.697308,242.592,0.697308,232.197,0.697308,238.634,0.697308,250.889,0.697308,264.574,0.697308,278.307,0.697308,291.658,0.697308,303.722,0.697308,314.785
0.696292,303.77,0.696292,237.871,0.696292,228.547,0.696292,234.247,0.696292,245.977,0.696292,260.092,0.696292,273.872,0.696292,286.413,0.696292,298.477,0.696292,309.731
0.695276,299.097,0.695276,234.438,0.695276,224.174,0.695276,230.289,0.695276,242.306,0.695276,255.276,0.695276,268.77,0.695276,281.74,0.695276,293.423,0.695276,304.295
0.694339,294.662,0.694339,230.051,0.694339,220.588,0.694339,225.905,0.694339,237.251,0.694339,250.937,0.694339,264.431,0.694339,276.543,0.694339,288.368,0.694339,299.335
0.693323,290.705,0.693323,227.483,0.693323,217.031,0.693323,222.953,0.693323,234.247,0.693323,247.122,0.693323,260.092,0.693323,272.823,0.693323,284.124,0.693323,294.71
0.692307,286.079,0.692307,222.91,0.692307,213.507,0.692307,218.538,0.692307,229.431,0.692307,242.783,0.692307,255.848,0.692307,267.673,0.692307,279.07,0.692307,289.846
0.69137,281.549,0.69137,219.563,0.69137,209.053,0.69137,214.699,0.69137,225.681,0.69137,237.967,0.69137,250.65,0.69137,263.048,0.69137,274.111,0.69137,284.41
0.690354,277.258,0.690354,215.3,0.690354,205.758,0.690354,210.441,0.690354,220.946,0.690354,233.818,0.690354,246.502,0.690354,257.946,0.690354,269.104,0.690354,279.594
0.689339,272.871,0.689339,211.995,0.689339,201.495,0.689339,206.745,0.689339,217.288,0.689339,229.145,0.689339,241.4,0.689339,253.559,0.689339,264.24,0.689339,274.254
0.688401,268.532,0.688401,207.828,0.688401,198.215,0.688401,202.626,0.688401,212.577,0.688401,225.113,0.688401,237.49,0.688401,248.552,0.688401,259.424,0.688401,269.629
0.687386,264.336,0.687386,204.643,0.687386,194.138,0.687386,198.944,0.687386,209.087,0.687386,220.455,0.687386,232.483,0.687386,244.118,0.687386,254.513,0.687386,264.431
0.68637,260.044,0.68637,200.518,0.68637,190.948,0.68637,194.796,0.68637,204.447,0.68637,216.478,0.68637,228.477,0.68637,239.349,0.68637,249.935,0.68637,259.758
0.685354,255.943,0.685354,197.471,0.685354,186.771,0.685354,191.329,0.685354,200.952,0.685354,212.038,0.685354,223.559,0.685354,234.915,0.685354,245.024,0.685354,254.608
0.684417,251.747,0.684417,193.294,0.684417,183.6,0.684417,187.166,0.684417,196.417,0.684417,208.133,0.684417,219.53,0.684417,230.051,0.684417,240.446,0.684417,249.935
0.683401,247.789,0.683401,190.337,0.683401,179.589,0.683401,183.833,0.683401,193.07,0.683401,203.67,0.683401,214.857,0.683401,225.814,0.683401,235.582,0.683401,244.881
0.682385,243.641,0.682385,186.394,0.682385,176.624,0.682385,179.89,0.682385,188.587,0.682385,199.936,0.682385,211.004,0.682385,221.132,0.682385,231.148,0.682385,240.351
0.681448,239.779,0.681448,183.447,0.681448,172.713,0.681448,176.471,0.681448,185.312,0.681448,195.521,0.681448,206.393,0.681448,216.959,0.681448,226.301,0.681448,235.487
0.680432,235.63,0.680432,179.532,0.680432,169.69,0.680432,172.589,0.680432,180.944,0.680432,191.863,0.680432,202.449,0.680432,212.22,0.680432,222.009,0.680432,230.957
0.679417,231.958,0.679417,176.676,0.679417,165.842,0.679417,169.385,0.679417,177.715,0.679417,187.472,0.679417,197.972,0.679417,208.247,0.679417,217.26,0.679417,226.129
0.678479,227.955,0.678479,172.923,0.678479,163.077,0.678479,165.642,0.678479,173.486,0.678479,183.953,0.678479,194.214,0.678479,203.603,0.678479,213.192,0.678479,221.647
0.677464,224.36,0.677464,170.148,0.677464,159.2,0.677464,162.452,0.677464,170.358,0.677464,179.661,0.677464,189.842,0.677464,199.736,0.677464,208.457,0.677464,216.959
0.676448,220.397,0.676448,166.457,0.676448,156.396,0.676448,158.671,0.676448,166.152,0.676448,176.147,0.676448,186.103,0.676448,195.015,0.676448,204.256,0.676448,212.62
0.67551,216.85,0.67551,163.62,0.67551,152.591,0.67551,155.48,0.67551,162.976,0.67551,171.865,0.67551,181.688,0.67551,191.205,0.67551,199.521,0.67551,207.828
0.674495,212.925,0.674495,159.963,0.674495,149.935,0.674495,151.704,0.674495,159.004,0.674495,168.47,0.674495,177.944,0.674495,186.623,0.674495,195.521,0.674495,203.455
0.673479,209.573,0.673479,157.359,0.673479,146.23,0.673479,148.819,0.673479,155.886,0.673479,164.35,0.673479,173.639,0.673479,182.923,0.673479,190.967,0.673479,198.968
0.672463,205.668,0.672463,153.826,0.672463,143.598,0.672463,145.09,0.672463,151.914,0.672463,160.945,0.672463,170.038,0.672463,178.455,0.672463,186.985,0.672463,194.61
0.671526,202.387,0.671526,151.218,0.671526,139.988,0.671526,142.248,0.671526,148.781,0.671526,156.863,0.671526,165.842,0.671526,174.769,0.671526,182.374,0.671526,190.228
0.67051,198.558,0.67051,147.846,0.67051,137.485,0.67051,138.577,0.67051,144.957,0.67051,153.711,0.67051,162.271,0.67051,170.263,0.67051,178.521,0.67051,185.927
0.669495,195.44,0.669495,145.181,0.669495,133.889,0.669495,135.816,0.669495,142.015,0.669495,149.553,0.669495,158.17,0.669495,166.729,0.669495,174.039,0.669495,181.611
0.668557,191.668,0.668557,141.876,0.668557,131.448,0.668557,132.244,0.668557,138.157,0.668557,146.525,0.668557,154.77,0.668557,162.304,0.668557,170.32,0.668557,177.348
0.667542,188.444,0.667542,139.192,0.667542,127.786,0.667542,129.455,0.667542,135.077,0.667542,142.41,0.667542,150.655,0.667542,158.733,0.667542,165.852,0.667542,173.095
0.666526,184.94,0.666526,136.011,0.666526,125.573,0.666526,125.959,0.666526,131.553,0.666526,139.425,0.666526,147.236,0.666526,154.517,0.666526,162.199,0.666526,168.884
0.665588,182.512,0.665588,134.118,0.665588,122.76,0.665588,124.066,0.665588,129.354,0.665588,136.14,0.665588,144.003,0.665588,151.814,0.665588,158.58,0.665588,165.566
0.664573,178.703,0.664573,130.938,0.664573,120.376,0.664573,120.428,0.664573,125.611,0.664573,132.993,0.664573,140.522,0.664573,147.417,0.664573,154.889,0.664573,161.255
0.663557,175.842,0.663557,128.463,0.663557,116.961,0.663557,117.805,0.663557,122.622,0.663557,129.073,0.663557,136.607,0.663557,144.132,0.663557,150.455,0.663557,157.278
0.662541,172.146,0.662541,125.173,0.662541,114.577,0.662541,114.344,0.662541,119.036,0.662541,126.007,0.662541,133.131,0.662541,139.745,0.662541,146.854,0.662541,152.968
0.661604,169.39,0.661604,122.869,0.661604,111.239,0.661604,111.807,0.661604,116.322,0.661604,122.207,0.661604,129.407,0.661604,136.488,0.661604,142.606,0.661604,149.062
0.660588,165.771,0.660588,119.794,0.660588,109.022,0.660588,108.44,0.660588,112.765,0.660588,119.317,0.660588,126.021,0.660588,132.163,0.660588,139.034,0.660588,144.885
0.659573,163.119,0.659573,117.567,0.659573,105.837,0.659573,105.975,0.659573,110.09,0.659573,115.617,0.659573,122.35,0.659573,129.169,0.659573,134.833,0.659573,141.109
0.658635,159.643,0.658635,114.587,0.658635,103.577,0.658635,102.604,0.658635,106.681,0.658635,112.694,0.658635,119.064,0.658635,124.963,0.658635,131.405,0.658635,136.912
0.657619,156.978,0.657619,112.265,0.657619,100.468,0.657619,100.229,0.657619,103.82,0.657619,108.998,0.657619,115.45,0.657619,121.782,0.657619,127.228,0.657619,133.226
0.656604,153.521,0.656604,109.356,0.656604,98.298,0.656604,97.001,0.656604,100.577,0.656604,106.228,0.656604,112.145,0.656604,117.739,0.656604,123.923,0.656604,129.021
0.655666,150.989,0.655666,107.139,0.655666,95.1985,0.655666,94.7551,0.655666,97.8211,0.655666,102.637,0.655666,108.607,0.655666,114.735,0.655666,119.884,0.655666,125.459
