Date and time:,2022-05-10 10:21:49
261.2,-538.423
261.21,-538.136
261.22,-538.423
261.23,-538.136
261.24,-538.423
261.25,-538.184
261.26,-538.423
261.27,-538.136
261.28,-538.423
261.29,-538.136
261.3,-538.423
261.31,-538.184
261.32,-538.47
261.33,-538.184
261.34,-538.423
261.35,-538.184
261.36,-538.47
261.37,-538.184
261.38,-538.423
261.39,-538.136
261.4,-538.47
261.41,-538.136
261.42,-538.47
261.43,-538.184
261.44,-538.47
261.45,-538.184
261.46,-538.423
261.47,-538.232
261.48,-538.47
261.49,-538.184
261.5,-538.47
261.51,-538.184
261.52,-538.47
261.53,-538.232
261.54,-538.518
261.55,-538.232
261.56,-538.47
261.57,-538.232
261.58,-538.47
261.59,-538.232
261.6,-538.47
261.61,-538.232
261.62,-538.47
261.63,-538.232
261.64,-538.47
261.65,-538.232
261.66,-538.47
261.67,-538.232
261.68,-538.47
261.69,-538.232
261.7,-538.518
261.71,-538.28
261.72,-538.518
261.73,-538.232
261.74,-538.47
261.75,-538.232
261.76,-538.518
261.77,-538.232
261.78,-538.518
261.79,-538.28
261.8,-538.518
261.81,-538.28
261.82,-538.518
261.83,-538.28
261.84,-538.47
261.85,-538.232
261.86,-538.518
261.87,-538.28
261.88,-538.566
261.89,-538.28
261.9,-538.566
261.91,-538.28
261.92,-538.518
261.93,-538.28
261.94,-538.566
261.95,-538.327
261.96,-538.566
261.97,-538.327
261.98,-538.566
261.99,-538.28
262,-538.566
262.01,-538.327
262.02,-538.566
262.03,-538.28
262.04,-538.566
262.05,-538.327
262.06,-538.566
262.07,-538.327
262.08,-538.566
262.09,-538.327
262.1,-538.566
262.11,-538.327
262.12,-538.613
262.13,-538.327
262.14,-538.566
262.15,-538.327
262.16,-538.566
262.17,-538.327
262.18,-538.566
262.19,-538.327
262.2,-538.566
262.21,-538.327
262.22,-538.613
262.23,-538.327
262.24,-538.613
262.25,-538.375
262.26,-538.613
262.27,-538.327
262.28,-538.613
262.29,-538.375
262.3,-538.613
262.31,-538.375
262.32,-538.613
262.33,-538.327
262.34,-538.613
262.35,-538.375
262.36,-538.566
262.37,-538.375
262.38,-538.613
262.39,-538.375
262.4,-538.613
262.41,-538.423
262.42,-538.613
262.43,-538.375
262.44,-538.613
262.45,-538.423
262.46,-538.613
262.47,-538.423
262.48,-538.613
262.49,-538.423
262.5,-538.613
262.51,-538.423
262.52,-538.661
262.53,-538.423
262.54,-538.613
262.55,-538.423
262.56,-538.661
262.57,-538.423
262.58,-538.661
262.59,-538.423
262.6,-538.613
262.61,-538.423
262.62,-538.613
262.63,-538.423
262.64,-538.613
262.65,-538.423
262.66,-538.661
262.67,-538.47
262.68,-538.661
262.69,-538.423
262.7,-538.661
262.71,-538.423
262.72,-538.661
262.73,-538.47
262.74,-538.661
262.75,-538.47
262.76,-538.661
262.77,-538.47
262.78,-538.709
262.79,-538.47
262.8,-538.661
262.81,-538.47
262.82,-538.661
262.83,-538.47
262.84,-538.661
262.85,-538.47
262.86,-538.661
262.87,-538.47
262.88,-538.709
262.89,-538.47
262.9,-538.661
262.91,-538.47
262.92,-538.661
262.93,-538.518
262.94,-538.661
262.95,-538.47
262.96,-538.709
262.97,-538.47
262.98,-538.709
262.99,-538.47
263,-538.709
263.01,-538.518
263.02,-538.709
263.03,-538.518
263.04,-538.709
263.05,-538.518
263.06,-538.756
263.07,-538.518
263.08,-538.756
263.09,-538.518
263.1,-538.756
263.11,-538.566
263.12,-538.709
263.13,-538.518
263.14,-538.709
263.15,-538.518
263.16,-538.756
263.17,-538.566
263.18,-538.756
263.19,-538.518
263.2,-538.756
263.21,-538.566
263.22,-538.756
263.23,-538.566
263.24,-538.804
263.25,-538.566
263.26,-538.756
263.27,-538.566
263.28,-538.756
263.29,-538.566
263.3,-538.709
263.31,-538.566
263.32,-538.756
263.33,-538.566
263.34,-538.756
263.35,-538.566
263.36,-538.756
263.37,-538.613
263.38,-538.756
263.39,-538.613
263.4,-538.756
263.41,-538.613
263.42,-538.756
263.43,-538.613
263.44,-538.804
263.45,-538.613
263.46,-538.756
263.47,-538.661
263.48,-538.756
263.49,-538.661
263.5,-538.804
263.51,-538.613
263.52,-538.804
263.53,-538.661
263.54,-538.804
263.55,-538.613
263.56,-538.804
263.57,-538.661
263.58,-538.756
263.59,-538.661
263.6,-538.804
263.61,-538.661
263.62,-538.852
263.63,-538.661
263.64,-538.804
263.65,-538.661
263.66,-538.804
263.67,-538.661
263.68,-538.804
263.69,-538.709
263.7,-538.804
263.71,-538.661
263.72,-538.804
263.73,-538.661
263.74,-538.804
263.75,-538.661
263.76,-538.852
263.77,-538.661
263.78,-538.804
263.79,-538.661
263.8,-538.852
263.81,-538.661
263.82,-538.852
263.83,-538.709
263.84,-538.804
263.85,-538.661
263.86,-538.804
263.87,-538.709
263.88,-538.804
263.89,-538.709
263.9,-538.804
263.91,-538.709
263.92,-538.852
263.93,-538.709
263.94,-538.852
263.95,-538.709
263.96,-538.804
263.97,-538.756
263.98,-538.852
263.99,-538.709
264,-538.852
264.01,-538.709
264.02,-538.804
264.03,-538.756
264.04,-538.852
264.05,-538.709
264.06,-538.852
264.07,-538.756
264.08,-538.899
264.09,-538.756
264.1,-538.852
264.11,-538.756
264.12,-538.852
264.13,-538.756
264.14,-538.852
264.15,-538.756
264.16,-538.899
264.17,-538.756
264.18,-538.852
264.19,-538.709
264.2,-538.899
264.21,-538.756
264.22,-538.899
264.23,-538.756
264.24,-538.852
264.25,-538.709
264.26,-538.899
264.27,-538.756
264.28,-538.852
264.29,-538.756
264.3,-538.899
264.31,-538.804
264.32,-538.899
264.33,-538.804
264.34,-538.899
264.35,-538.804
264.36,-538.899
264.37,-538.804
264.38,-538.899
264.39,-538.804
264.4,-538.899
264.41,-538.804
264.42,-538.947
264.43,-538.804
264.44,-538.947
264.45,-538.804
264.46,-538.947
264.47,-538.804
264.48,-538.899
264.49,-538.852
264.5,-538.899
264.51,-538.852
264.52,-538.899
264.53,-538.804
264.54,-538.899
264.55,-538.852
264.56,-538.947
264.57,-538.804
264.58,-538.899
264.59,-538.852
264.6,-538.947
264.61,-538.852
264.62,-538.947
264.63,-538.852
264.64,-538.947
264.65,-538.852
264.66,-538.947
264.67,-538.852
264.68,-538.947
264.69,-538.852
264.7,-538.899
264.71,-538.852
264.72,-538.899
264.73,-538.852
264.74,-538.995
264.75,-538.852
264.76,-538.947
264.77,-538.852
264.78,-538.995
264.79,-538.852
264.8,-538.995
264.81,-538.899
264.82,-538.947
264.83,-538.852
264.84,-538.995
264.85,-538.899
264.86,-538.995
264.87,-538.899
264.88,-538.995
264.89,-538.899
264.9,-538.995
264.91,-538.899
264.92,-538.947
264.93,-538.899
264.94,-538.995
264.95,-538.899
264.96,-538.995
264.97,-538.899
264.98,-538.995
264.99,-538.899
265,-538.995
265.01,-538.899
265.02,-538.947
265.03,-538.947
265.04,-538.995
265.05,-538.899
265.06,-538.947
265.07,-538.947
265.08,-538.947
265.09,-538.947
265.1,-538.995
265.11,-538.947
265.12,-538.995
265.13,-538.947
265.14,-539.042
265.15,-538.947
265.16,-538.995
265.17,-538.947
265.18,-538.995
265.19,-538.995
265.2,-538.995
265.21,-538.995
265.22,-538.995
265.23,-538.947
265.24,-539.042
265.25,-538.995
265.26,-538.995
265.27,-538.995
265.28,-539.042
265.29,-538.995
265.3,-539.042
265.31,-538.995
265.32,-539.042
265.33,-538.995
265.34,-539.042
265.35,-538.995
265.36,-538.995
265.37,-538.995
265.38,-539.042
265.39,-538.995
265.4,-539.042
265.41,-538.995
265.42,-539.042
265.43,-538.995
265.44,-539.042
265.45,-539.042
265.46,-539.042
265.47,-539.042
265.48,-539.042
265.49,-539.042
265.5,-539.042
265.51,-539.042
265.52,-539.042
265.53,-539.042
265.54,-539.042
265.55,-539.042
265.56,-539.042
265.57,-539.042
265.58,-539.042
265.59,-539.042
265.6,-539.042
265.61,-539.042
265.62,-539.042
265.63,-539.042
265.64,-539.042
265.65,-539.042
265.66,-539.042
265.67,-539.042
265.68,-539.042
265.69,-539.042
265.7,-539.042
265.71,-539.042
265.72,-539.042
265.73,-539.09
265.74,-539.09
265.75,-539.09
265.76,-539.09
265.77,-539.09
265.78,-539.09
265.79,-539.09
265.8,-539.09
265.81,-539.09
265.82,-539.09
265.83,-539.09
265.84,-539.09
265.85,-539.09
265.86,-539.09
265.87,-539.09
265.88,-539.09
265.89,-539.09
265.9,-539.09
265.91,-539.09
265.92,-539.09
265.93,-539.09
265.94,-539.09
265.95,-539.09
265.96,-539.09
265.97,-539.09
265.98,-539.09
265.99,-539.138
266,-539.09
266.01,-539.138
266.02,-539.09
266.03,-539.138
266.04,-539.09
266.05,-539.138
266.06,-539.09
266.07,-539.09
266.08,-539.09
266.09,-539.138
266.1,-539.09
266.11,-539.138
266.12,-539.09
266.13,-539.09
266.14,-539.138
266.15,-539.138
266.16,-539.09
266.17,-539.138
266.18,-539.09
266.19,-539.138
266.2,-539.138
266.21,-539.138
266.22,-539.138
266.23,-539.138
266.24,-539.09
266.25,-539.186
266.26,-539.138
266.27,-539.186
266.28,-539.138
266.29,-539.138
266.3,-539.09
266.31,-539.186
266.32,-539.138
266.33,-539.186
266.34,-539.138
266.35,-539.186
266.36,-539.138
266.37,-539.186
266.38,-539.138
266.39,-539.186
266.4,-539.138
266.41,-539.233
266.42,-539.138
266.43,-539.186
266.44,-539.138
266.45,-539.186
266.46,-539.138
266.47,-539.186
266.48,-539.138
266.49,-539.233
266.5,-539.138
266.51,-539.186
266.52,-539.186
266.53,-539.186
266.54,-539.186
266.55,-539.186
266.56,-539.138
266.57,-539.186
266.58,-539.138
266.59,-539.186
266.6,-539.186
266.61,-539.233
266.62,-539.186
266.63,-539.233
266.64,-539.186
266.65,-539.233
266.66,-539.186
266.67,-539.233
266.68,-539.186
266.69,-539.186
266.7,-539.186
266.71,-539.233
266.72,-539.186
266.73,-539.281
266.74,-539.138
266.75,-539.233
266.76,-539.186
266.77,-539.281
266.78,-539.186
266.79,-539.281
266.8,-539.186
266.81,-539.281
266.82,-539.186
266.83,-539.281
266.84,-539.186
266.85,-539.281
266.86,-539.186
266.87,-539.281
266.88,-539.186
266.89,-539.281
266.9,-539.186
266.91,-539.281
266.92,-539.186
266.93,-539.281
266.94,-539.186
266.95,-539.281
266.96,-539.233
266.97,-539.281
266.98,-539.186
266.99,-539.281
267,-539.186
267.01,-539.281
267.02,-539.138
267.03,-539.329
267.04,-539.186
267.05,-539.281
267.06,-539.138
267.07,-539.329
267.08,-539.186
267.09,-539.329
267.1,-539.186
267.11,-539.329
267.12,-539.186
267.13,-539.329
267.14,-539.186
267.15,-539.329
267.16,-539.233
267.17,-539.329
267.18,-539.186
267.19,-539.329
267.2,-539.233
267.21,-539.329
267.22,-539.186
267.23,-539.329
267.24,-539.186
267.25,-539.329
267.26,-539.233
267.27,-539.329
267.28,-539.233
267.29,-539.329
267.3,-539.233
267.31,-539.329
267.32,-539.233
267.33,-539.329
267.34,-539.233
267.35,-539.376
267.36,-539.233
267.37,-539.329
267.38,-539.186
267.39,-539.376
267.4,-539.233
267.41,-539.376
267.42,-539.281
267.43,-539.376
267.44,-539.233
267.45,-539.329
267.46,-539.233
267.47,-539.329
267.48,-539.233
267.49,-539.329
267.5,-539.233
267.51,-539.376
267.52,-539.233
267.53,-539.376
267.54,-539.233
267.55,-539.376
267.56,-539.233
267.57,-539.424
267.58,-539.233
267.59,-539.376
267.6,-539.233
267.61,-539.424
267.62,-539.281
267.63,-539.424
267.64,-539.233
267.65,-539.376
267.66,-539.281
267.67,-539.424
267.68,-539.233
267.69,-539.424
267.7,-539.281
267.71,-539.424
267.72,-539.281
267.73,-539.424
267.74,-539.281
267.75,-539.424
267.76,-539.281
267.77,-539.376
267.78,-539.281
267.79,-539.424
267.8,-539.281
267.81,-539.424
267.82,-539.281
267.83,-539.472
267.84,-539.281
267.85,-539.424
267.86,-539.281
267.87,-539.424
267.88,-539.281
267.89,-539.424
267.9,-539.281
267.91,-539.424
267.92,-539.281
267.93,-539.424
267.94,-539.281
267.95,-539.424
267.96,-539.281
267.97,-539.424
267.98,-539.281
267.99,-539.472
268,-539.281
268.01,-539.472
268.02,-539.281
268.03,-539.472
268.04,-539.329
268.05,-539.472
268.06,-539.329
268.07,-539.472
268.08,-539.329
268.09,-539.472
268.1,-539.329
268.11,-539.519
268.12,-539.281
268.13,-539.519
268.14,-539.329
268.15,-539.472
268.16,-539.329
268.17,-539.519
268.18,-539.281
268.19,-539.519
268.2,-539.281
268.21,-539.519
268.22,-539.329
268.23,-539.472
268.24,-539.329
268.25,-539.519
268.26,-539.281
268.27,-539.472
268.28,-539.329
268.29,-539.519
268.3,-539.329
268.31,-539.519
268.32,-539.329
268.33,-539.519
268.34,-539.329
268.35,-539.519
268.36,-539.329
268.37,-539.519
268.38,-539.329
268.39,-539.519
268.4,-539.329
268.41,-539.519
268.42,-539.329
268.43,-539.567
268.44,-539.329
268.45,-539.519
268.46,-539.329
268.47,-539.567
268.48,-539.376
268.49,-539.519
268.5,-539.329
268.51,-539.567
268.52,-539.329
268.53,-539.567
268.54,-539.329
268.55,-539.567
268.56,-539.329
268.57,-539.567
268.58,-539.329
268.59,-539.567
268.6,-539.329
268.61,-539.567
268.62,-539.376
268.63,-539.567
268.64,-539.376
268.65,-539.567
268.66,-539.329
268.67,-539.567
268.68,-539.376
268.69,-539.567
268.7,-539.376
268.71,-539.567
268.72,-539.376
268.73,-539.567
268.74,-539.376
268.75,-539.615
268.76,-539.376
268.77,-539.615
268.78,-539.376
268.79,-539.567
268.8,-539.329
268.81,-539.567
268.82,-539.376
268.83,-539.567
268.84,-539.376
268.85,-539.567
268.86,-539.376
268.87,-539.567
268.88,-539.424
268.89,-539.615
268.9,-539.376
268.91,-539.567
268.92,-539.376
268.93,-539.615
268.94,-539.376
268.95,-539.615
268.96,-539.376
268.97,-539.615
268.98,-539.376
268.99,-539.615
269,-539.424
269.01,-539.615
269.02,-539.376
269.03,-539.615
269.04,-539.376
269.05,-539.615
269.06,-539.376
269.07,-539.615
269.08,-539.376
269.09,-539.615
269.1,-539.376
269.11,-539.615
269.12,-539.424
269.13,-539.615
269.14,-539.376
269.15,-539.615
269.16,-539.376
269.17,-539.615
269.18,-539.376
269.19,-539.615
269.2,-539.424
269.21,-539.662
269.22,-539.376
269.23,-539.615
269.24,-539.424
269.25,-539.662
269.26,-539.424
269.27,-539.615
269.28,-539.376
269.29,-539.662
269.3,-539.424
269.31,-539.662
269.32,-539.424
269.33,-539.662
269.34,-539.424
269.35,-539.662
269.36,-539.424
269.37,-539.662
269.38,-539.424
269.39,-539.662
269.4,-539.424
269.41,-539.71
269.42,-539.424
269.43,-539.71
269.44,-539.424
269.45,-539.662
269.46,-539.424
269.47,-539.662
269.48,-539.424
269.49,-539.662
269.5,-539.424
269.51,-539.662
269.52,-539.424
269.53,-539.662
269.54,-539.424
269.55,-539.71
269.56,-539.424
269.57,-539.662
269.58,-539.424
269.59,-539.71
269.6,-539.424
269.61,-539.71
269.62,-539.424
269.63,-539.662
269.64,-539.424
269.65,-539.71
269.66,-539.424
269.67,-539.71
269.68,-539.424
269.69,-539.71
269.7,-539.424
269.71,-539.71
269.72,-539.424
269.73,-539.71
269.74,-539.424
269.75,-539.71
269.76,-539.424
269.77,-539.71
269.78,-539.424
269.79,-539.758
269.8,-539.424
269.81,-539.758
269.82,-539.424
269.83,-539.758
269.84,-539.424
269.85,-539.71
269.86,-539.424
269.87,-539.71
269.88,-539.424
269.89,-539.71
269.9,-539.472
269.91,-539.71
269.92,-539.424
269.93,-539.71
269.94,-539.472
269.95,-539.758
269.96,-539.472
269.97,-539.758
269.98,-539.472
269.99,-539.758
270,-539.424
270.01,-539.758
270.02,-539.472
270.03,-539.758
270.04,-539.472
270.05,-539.758
270.06,-539.472
270.07,-539.758
270.08,-539.472
270.09,-539.758
270.1,-539.472
270.11,-539.71
270.12,-539.472
270.13,-539.758
270.14,-539.472
270.15,-539.758
270.16,-539.472
270.17,-539.758
270.18,-539.472
270.19,-539.758
270.2,-539.472
270.21,-539.758
270.22,-539.472
270.23,-539.758
270.24,-539.472
270.25,-539.71
270.26,-539.472
270.27,-539.758
270.28,-539.519
270.29,-539.758
270.3,-539.519
270.31,-539.758
270.32,-539.472
270.33,-539.758
270.34,-539.519
270.35,-539.805
270.36,-539.472
270.37,-539.758
270.38,-539.472
270.39,-539.805
270.4,-539.472
270.41,-539.805
270.42,-539.519
270.43,-539.805
270.44,-539.472
270.45,-539.805
270.46,-539.472
270.47,-539.805
270.48,-539.519
270.49,-539.758
270.5,-539.472
270.51,-539.758
270.52,-539.519
270.53,-539.805
270.54,-539.519
270.55,-539.805
270.56,-539.519
270.57,-539.805
270.58,-539.519
270.59,-539.805
270.6,-539.519
270.61,-539.758
270.62,-539.519
270.63,-539.805
270.64,-539.519
270.65,-539.805
270.66,-539.567
270.67,-539.805
270.68,-539.519
270.69,-539.805
270.7,-539.519
270.71,-539.805
270.72,-539.519
270.73,-539.805
270.74,-539.567
270.75,-539.805
270.76,-539.519
270.77,-539.805
270.78,-539.519
270.79,-539.805
270.8,-539.567
270.81,-539.758
270.82,-539.519
270.83,-539.805
270.84,-539.519
270.85,-539.853
270.86,-539.567
270.87,-539.853
270.88,-539.567
270.89,-539.853
270.9,-539.567
270.91,-539.853
270.92,-539.567
270.93,-539.853
270.94,-539.567
270.95,-539.805
270.96,-539.519
270.97,-539.853
270.98,-539.519
270.99,-539.805
271,-539.567
271.01,-539.853
271.02,-539.567
271.03,-539.853
271.04,-539.567
271.05,-539.853
271.06,-539.567
271.07,-539.805
271.08,-539.519
271.09,-539.853
271.1,-539.615
271.11,-539.853
271.12,-539.519
271.13,-539.853
271.14,-539.567
271.15,-539.853
271.16,-539.567
271.17,-539.853
271.18,-539.567
271.19,-539.853
271.2,-539.567
271.21,-539.853
271.22,-539.567
271.23,-539.853
271.24,-539.567
271.25,-539.853
271.26,-539.567
271.27,-539.853
271.28,-539.567
271.29,-539.901
271.3,-539.615
271.31,-539.901
271.32,-539.567
271.33,-539.901
271.34,-539.567
271.35,-539.901
271.36,-539.567
271.37,-539.853
271.38,-539.567
271.39,-539.853
271.4,-539.567
271.41,-539.901
271.42,-539.567
271.43,-539.901
271.44,-539.567
271.45,-539.901
271.46,-539.567
271.47,-539.853
271.48,-539.567
271.49,-539.901
271.5,-539.567
271.51,-539.901
271.52,-539.615
271.53,-539.901
271.54,-539.567
271.55,-539.901
271.56,-539.567
271.57,-539.901
271.58,-539.615
271.59,-539.901
271.6,-539.615
271.61,-539.901
271.62,-539.615
271.63,-539.853
271.64,-539.615
271.65,-539.901
271.66,-539.567
271.67,-539.901
271.68,-539.615
271.69,-539.901
271.7,-539.615
271.71,-539.901
271.72,-539.615
271.73,-539.901
271.74,-539.615
271.75,-539.901
271.76,-539.615
271.77,-539.901
271.78,-539.567
271.79,-539.901
271.8,-539.615
271.81,-539.901
271.82,-539.615
271.83,-539.901
271.84,-539.567
271.85,-539.901
271.86,-539.567
271.87,-539.901
271.88,-539.615
271.89,-539.901
271.9,-539.615
271.91,-539.901
271.92,-539.615
271.93,-539.901
271.94,-539.615
271.95,-539.901
271.96,-539.615
271.97,-539.901
271.98,-539.615
271.99,-539.948
272,-539.615
272.01,-539.901
272.02,-539.567
272.03,-539.901
272.04,-539.615
272.05,-539.901
272.06,-539.615
272.07,-539.948
272.08,-539.615
272.09,-539.948
272.1,-539.615
272.11,-539.901
272.12,-539.615
272.13,-539.901
272.14,-539.615
272.15,-539.948
272.16,-539.615
272.17,-539.948
272.18,-539.662
272.19,-539.948
272.2,-539.615
272.21,-539.948
272.22,-539.615
272.23,-539.948
272.24,-539.615
272.25,-539.948
272.26,-539.662
272.27,-539.948
272.28,-539.615
272.29,-539.948
272.3,-539.615
272.31,-539.948
272.32,-539.615
272.33,-539.948
272.34,-539.615
272.35,-539.948
272.36,-539.615
272.37,-539.948
272.38,-539.615
272.39,-539.948
272.4,-539.615
272.41,-539.996
272.42,-539.615
272.43,-539.948
272.44,-539.615
272.45,-539.996
272.46,-539.615
272.47,-539.996
272.48,-539.615
272.49,-539.948
272.5,-539.662
272.51,-539.948
272.52,-539.615
272.53,-539.948
272.54,-539.615
272.55,-539.996
272.56,-539.662
272.57,-539.948
272.58,-539.662
272.59,-539.948
272.6,-539.615
272.61,-539.996
272.62,-539.615
272.63,-539.996
272.64,-539.615
272.65,-539.996
272.66,-539.615
272.67,-539.996
272.68,-539.662
272.69,-539.996
272.7,-539.615
272.71,-539.996
272.72,-539.615
272.73,-540.044
272.74,-539.615
272.75,-539.996
272.76,-539.662
272.77,-540.044
272.78,-539.615
272.79,-540.044
272.8,-539.615
272.81,-539.996
272.82,-539.662
272.83,-539.996
272.84,-539.615
272.85,-540.044
272.86,-539.615
272.87,-539.996
272.88,-539.615
272.89,-539.996
272.9,-539.615
272.91,-539.996
272.92,-539.615
272.93,-539.996
272.94,-539.615
272.95,-540.044
272.96,-539.615
272.97,-540.044
272.98,-539.615
272.99,-539.996
273,-539.615
273.01,-540.044
273.02,-539.615
273.03,-539.996
273.04,-539.615
273.05,-540.044
273.06,-539.615
273.07,-540.044
273.08,-539.662
273.09,-540.044
273.1,-539.662
273.11,-540.044
273.12,-539.662
273.13,-540.044
273.14,-539.662
273.15,-540.044
273.16,-539.662
273.17,-540.044
273.18,-539.662
273.19,-540.044
273.2,-539.662
273.21,-540.044
273.22,-539.662
273.23,-540.044
273.24,-539.662
273.25,-540.044
273.26,-539.662
273.27,-540.044
273.28,-539.662
273.29,-540.044
273.3,-539.615
273.31,-540.044
273.32,-539.662
273.33,-540.044
273.34,-539.662
273.35,-540.044
273.36,-539.615
273.37,-540.044
273.38,-539.615
273.39,-540.044
273.4,-539.662
273.41,-540.044
273.42,-539.662
273.43,-540.044
273.44,-539.615
273.45,-540.044
273.46,-539.615
273.47,-540.044
273.48,-539.662
273.49,-540.044
273.5,-539.662
273.51,-540.044
273.52,-539.662
273.53,-540.044
273.54,-539.662
273.55,-540.044
273.56,-539.662
273.57,-540.044
273.58,-539.662
273.59,-540.044
273.6,-539.615
273.61,-540.091
273.62,-539.662
273.63,-540.091
273.64,-539.615
273.65,-540.044
273.66,-539.615
273.67,-540.091
273.68,-539.615
273.69,-540.044
273.7,-539.662
273.71,-540.044
273.72,-539.662
273.73,-540.044
273.74,-539.662
273.75,-540.091
273.76,-539.615
273.77,-540.091
273.78,-539.662
273.79,-540.044
273.8,-539.662
273.81,-540.091
273.82,-539.662
273.83,-540.044
273.84,-539.615
273.85,-540.091
273.86,-539.662
273.87,-540.091
273.88,-539.662
273.89,-540.044
273.9,-539.662
273.91,-540.091
273.92,-539.615
273.93,-540.091
273.94,-539.615
273.95,-540.091
273.96,-539.662
273.97,-540.091
273.98,-539.662
273.99,-540.091
274,-539.615
274.01,-540.091
274.02,-539.662
274.03,-540.091
274.04,-539.662
274.05,-540.091
274.06,-539.615
274.07,-540.091
274.08,-539.662
274.09,-540.091
274.1,-539.662
274.11,-540.091
274.12,-539.662
274.13,-540.091
274.14,-539.662
274.15,-540.091
274.16,-539.662
274.17,-540.091
274.18,-539.662
274.19,-540.091
274.2,-539.662
274.21,-540.091
274.22,-539.662
274.23,-540.139
274.24,-539.615
274.25,-540.091
274.26,-539.662
274.27,-540.091
274.28,-539.615
274.29,-540.091
274.3,-539.615
274.31,-540.091
274.32,-539.662
274.33,-540.091
274.34,-539.662
274.35,-540.091
274.36,-539.662
274.37,-540.091
274.38,-539.662
274.39,-540.091
274.4,-539.615
274.41,-540.091
274.42,-539.662
274.43,-540.091
274.44,-539.662
274.45,-540.091
274.46,-539.662
274.47,-540.091
274.48,-539.615
274.49,-540.091
274.5,-539.662
274.51,-540.091
274.52,-539.615
274.53,-540.091
274.54,-539.662
274.55,-540.091
274.56,-539.615
274.57,-540.091
274.58,-539.662
274.59,-540.091
274.6,-539.662
274.61,-540.091
274.62,-539.662
274.63,-540.091
274.64,-539.71
274.65,-540.091
274.66,-539.662
274.67,-540.091
274.68,-539.662
274.69,-540.091
274.7,-539.662
274.71,-540.091
274.72,-539.662
274.73,-540.091
274.74,-539.662
274.75,-540.091
274.76,-539.615
274.77,-540.091
274.78,-539.662
274.79,-540.139
274.8,-539.662
274.81,-540.139
274.82,-539.662
274.83,-540.091
274.84,-539.662
274.85,-540.139
274.86,-539.662
274.87,-540.091
274.88,-539.662
274.89,-540.139
274.9,-539.662
274.91,-540.091
274.92,-539.662
274.93,-540.139
274.94,-539.662
274.95,-540.091
274.96,-539.662
274.97,-540.139
274.98,-539.662
274.99,-540.139
275,-539.662
275.01,-540.091
275.02,-539.662
275.03,-540.139
275.04,-539.662
275.05,-540.139
275.06,-539.615
275.07,-540.091
275.08,-539.662
275.09,-540.044
275.1,-539.662
275.11,-540.139
275.12,-539.615
275.13,-540.091
275.14,-539.615
275.15,-540.091
275.16,-539.615
275.17,-540.091
275.18,-539.662
275.19,-540.139
275.2,-539.662
275.21,-540.091
275.22,-539.662
275.23,-540.139
275.24,-539.615
275.25,-540.139
275.26,-539.662
275.27,-540.091
275.28,-539.662
275.29,-540.139
275.3,-539.662
275.31,-540.091
275.32,-539.662
275.33,-540.091
275.34,-539.662
275.35,-540.091
275.36,-539.662
275.37,-540.091
275.38,-539.662
275.39,-540.139
275.4,-539.662
275.41,-540.091
275.42,-539.662
275.43,-540.091
275.44,-539.662
275.45,-540.139
275.46,-539.662
275.47,-540.139
275.48,-539.662
275.49,-540.091
275.5,-539.615
275.51,-540.139
275.52,-539.615
275.53,-540.091
275.54,-539.662
275.55,-540.139
275.56,-539.662
275.57,-540.139
275.58,-539.615
275.59,-540.139
275.6,-539.662
275.61,-540.091
275.62,-539.615
275.63,-540.139
275.64,-539.662
275.65,-540.091
275.66,-539.615
275.67,-540.091
275.68,-539.615
275.69,-540.139
275.7,-539.662
275.71,-540.139
275.72,-539.662
275.73,-540.139
275.74,-539.662
275.75,-540.139
275.76,-539.662
275.77,-540.139
275.78,-539.662
275.79,-540.139
275.8,-539.615
275.81,-540.139
275.82,-539.662
275.83,-540.139
275.84,-539.615
275.85,-540.091
275.86,-539.662
275.87,-540.091
275.88,-539.662
275.89,-540.139
275.9,-539.615
275.91,-540.091
275.92,-539.662
275.93,-540.139
275.94,-539.615
275.95,-540.091
275.96,-539.615
275.97,-540.091
275.98,-539.662
275.99,-540.139
276,-539.662
276.01,-540.139
276.02,-539.662
276.03,-540.139
276.04,-539.615
276.05,-540.139
276.06,-539.615
276.07,-540.091
276.08,-539.615
276.09,-540.139
276.1,-539.662
276.11,-540.091
276.12,-539.615
276.13,-540.139
276.14,-539.662
276.15,-540.139
276.16,-539.615
276.17,-540.139
276.18,-539.662
276.19,-540.091
276.2,-539.662
276.21,-540.091
276.22,-539.662
276.23,-540.139
276.24,-539.662
276.25,-540.139
276.26,-539.662
276.27,-540.139
276.28,-539.662
276.29,-540.091
276.3,-539.615
276.31,-540.139
276.32,-539.662
276.33,-540.139
276.34,-539.662
276.35,-540.139
276.36,-539.662
276.37,-540.091
276.38,-539.662
276.39,-540.091
276.4,-539.662
276.41,-540.139
276.42,-539.662
276.43,-540.139
276.44,-539.662
276.45,-540.091
276.46,-539.662
276.47,-540.091
276.48,-539.615
276.49,-540.139
276.5,-539.615
276.51,-540.091
276.52,-539.662
276.53,-540.139
276.54,-539.662
276.55,-540.091
276.56,-539.615
276.57,-540.091
276.58,-539.662
276.59,-540.091
276.6,-539.662
276.61,-540.091
276.62,-539.615
276.63,-540.139
276.64,-539.615
276.65,-540.091
276.66,-539.615
276.67,-540.091
276.68,-539.615
276.69,-540.139
276.7,-539.615
276.71,-540.091
276.72,-539.615
276.73,-540.091
276.74,-539.615
276.75,-540.091
